job_id,posting_date,title,position_type,position_level,yoe,location,number_of_applicants,company_name,company_industry,company_size
20785,2021-06-12,Data Engineer,Full-time,Mid-Senior level,4,"Omaha, NE",,Recruiting from Scratch,Staffing & Recruiting,1-10
20787,2021-06-12,Data Engineer,Full-time,Associate,3,"Las Vegas, NV",,Degreed,Information Technology & Services,201-500
20788,2021-06-12,Data Analyst,Full-time,Entry level,1,"New York, NY",14.0,Michael Page,Staffing & Recruiting,"5,001-10,000"
20792,2021-06-12,Data Analyst,Full-time,Associate,2,United States,5.0,Nextiva,Information Technology & Services,"1,001-5,000"
20797,2021-06-12,Data Engineer,Full-time,Mid-Senior level,7,United States,5.0,Quantiphi,Information Technology & Services,"1,001-5,000"
20798,2021-06-12,Data Engineer,Contract,Mid-Senior level,4,"Thornton, CO",,Toptal,Internet,"1,001-5,000"
20799,2021-06-12,Data Analyst,Full-time,Mid-Senior level,7,Atlanta Metropolitan Area,70.0,Ascendo Resources,Staffing & Recruiting,51-200
20803,2021-06-13,Data Engineer,Full-time,Mid-Senior level,5,"San Jose, CA",3.0,Jobot,Staffing & Recruiting,201-500
20816,2021-06-13,Data Engineer,Contract,Mid-Senior level,0,"Gilbert, AZ",,Toptal,Internet,"1,001-5,000"
20817,2021-06-13,Data Engineer,Full-time,Mid-Senior level,4,"Boston, MA",6.0,Logikk,Staffing & Recruiting,1-10
20821,2021-06-13,Data Engineer,Full-time,Associate,4,United States,,Animoto,Computer Software,51-200
20826,2021-06-13,Data Scientist,Contract,Mid-Senior level,8,"Buffalo, NY",3.0,Toptal,Internet,"1,001-5,000"
20827,2021-06-13,Data Engineer,Full-time,Mid-Senior level,4,United States,3.0,Marpipe,,
20828,2021-06-13,Data Analyst,Full-time,Entry level,1,"New York, United States",,Suzy,Computer Software,51-200
20833,2021-06-14,Data Engineer,Contract,Mid-Senior level,7,"Allentown, PA",20.0,OPUSING LLC,Staffing & Recruiting,"1,001-5,000"
20836,2021-06-14,Data Scientist,Full-time,Mid-Senior level,3,"Austin, Texas Metropolitan Area",23.0,A1A Recruiting,Staffing & Recruiting,1-10
20838,2021-06-14,Data Engineer,Full-time,Entry level,1,"San Dimas, CA",17.0,Curative,Biotechnology,"1,001-5,000"
20839,2021-06-14,Data Scientist,Full-time,Mid-Senior level,3,"Denver, CO",51.0,Lawrence Harvey,Staffing & Recruiting,51-200
20840,2021-06-14,Data Engineer,Full-time,Associate,3,United States,1.0,Mapbox,Computer Software,201-500
20841,2021-06-14,Data Analyst,Full-time,Mid-Senior level,10,United States,17.0,Nationwide,Insurance,"10,001+"
20845,2021-06-14,Data Analyst,Full-time,Associate,3,"Arlington, VA",2.0,"New Relic, Inc.",Computer Software,"1,001-5,000"
20846,2021-06-14,Data Scientist,Full-time,Mid-Senior level,2,Greater Seattle Area,20.0,Omnidian,Renewables & Environment,51-200
20847,2021-06-14,Data Scientist,Contract,Mid-Senior level,5,"Austin, TX",2.0,Toptal,Internet,"1,001-5,000"
20850,2021-06-14,Data Engineer,Full-time,Entry level,4,"Reston, VA",15.0,GoCanvas,Information Technology & Services,51-200
20851,2021-06-14,Data Analyst,Full-time,Entry level,2,"Atlanta, GA",5.0,Fortuna BMC,Information Technology & Services,201-500
20852,2021-06-14,Data Analyst,Full-time,Entry level,2,"Los Angeles, CA",51.0,Addepar,Computer Software,201-500
20855,2021-06-14,Data Analyst,Full-time,Associate,5,"Denver, CO",8.0,Talend,Computer Software,"1,001-5,000"
20856,2021-06-14,Data Scientist,Contract,Mid-Senior level,5,"Plano, TX",,Toptal,Internet,"1,001-5,000"
20858,2021-06-14,Data Analyst,Full-time,Mid-Senior level,6,"Chevy Chase, MD",29.0,Modis,Information Technology & Services,"10,001+"
20862,2021-06-14,Data Analyst,Full-time,Entry level,1,Los Angeles Metropolitan Area,9.0,CBRE,Real Estate,"10,001+"
20864,2021-06-15,Data Engineer,Full-time,Mid-Senior level,4,"Connecticut, United States",,WP Engine,Information Technology & Services,"501-1,000"
20870,2021-06-15,Data Scientist,Full-time,Associate,4,"Bellevue, WA",18.0,Smartsheet,Computer Software,"1,001-5,000"
20877,2021-06-15,Data Engineer,Full-time,Entry level,2,"Utah, United States",3.0,Blackbaud,Computer Software,"1,001-5,000"
20878,2021-06-15,Data Engineer,Contract,Executive,15,"San Francisco, CA",20.0,GSS Infotech,Information Technology & Services,"501-1,000"
20888,2021-06-15,Data Engineer,Full-time,Director,10,"Los Angeles, CA",3.0,Jobot,Staffing & Recruiting,201-500
20891,2021-06-15,Data Analyst,Contract,Entry level,1,"Jersey City, NJ",30.0,The Execu|Search Group,Staffing & Recruiting,201-500
20893,2021-06-16,Data Analyst,Contract,Associate,3,United States,17.0,Dice,Internet,"1,001-5,000"
20898,2021-06-16,Data Engineer,Full-time,Mid-Senior level,5,United States,16.0,Tata Consultancy Services,Information Technology & Services,"10,001+"
20899,2021-06-16,Data Engineer,Full-time,Mid-Senior level,4,United States,2.0,Evisort,Computer Software,51-200
20900,2021-06-16,Data Engineer,Full-time,Associate,4,"New York, NY",5.0,Dataminr,Internet,"501-1,000"
20905,2021-06-16,Data Engineer,Full-time,Associate,6,"Washington, DC",,MotoRefi,Financial Services,201-500
20909,2021-06-16,Data Engineer,Full-time,Mid-Senior level,8,United States,10.0,Austin Fraser,Staffing & Recruiting,201-500
20911,2021-06-16,Data Scientist,Full-time,Mid-Senior level,5,San Francisco Bay Area,20.0,Global Touchpoints Inc.,Computer Software,51-200
20912,2021-06-16,Data Analyst,Full-time,Entry level,3,Greater Lansing,1.0,Autodesk,Computer Software,"10,001+"
20920,2021-06-17,Data Analyst,Full-time,Entry level,2,"Mounds View, MN",20.0,Horizontal Talent,Staffing & Recruiting,201-500
20923,2021-06-17,Data Engineer,Full-time,Associate,4,United States,1.0,Policygenius Inc.,Insurance,201-500
20925,2021-06-17,Data Scientist,Contract,Mid-Senior level,4,"Richmond, VA",,Toptal,Internet,"1,001-5,000"
20927,2021-06-17,Data Engineer,Full-time,Entry level,2,"Houston, TX",13.0,UnitedHealthcare,Hospital & Health Care,"10,001+"
20928,2021-06-17,Data Scientist,Contract,Mid-Senior level,6,"Sparks, NV",,Toptal,Internet,"1,001-5,000"
20933,2021-06-17,Data Scientist,Full-time,Mid-Senior level,8,United States,144.0,LeapYear Technologies,Computer Software,51-200
20934,2021-06-17,Data Scientist,Contract,Mid-Senior level,4,"St Petersburg, FL",9.0,Compunnel Staffing,Staffing & Recruiting,"1,001-5,000"
20938,2021-06-17,Data Engineer,Full-time,Mid-Senior level,5,"Miami, FL",25.0,Realfinity.io,Information Technology & Services,1-10
20939,2021-06-17,Data Scientist,Full-time,Mid-Senior level,5,United States,25.0,Crayon,Information Technology & Services,"1,001-5,000"
20940,2021-06-17,Data Analyst,Full-time,Associate,4,"New York, NY",70.0,AbleTo Inc.,"Health, Wellness & Fitness",201-500
20941,2021-06-17,Data Architect,Full-time,Mid-Senior level,6,"Milwaukee, WI",,Perficient,Information Technology & Services,"1,001-5,000"
20943,2021-06-17,Data Analyst,Full-time,Mid-Senior level,7,San Francisco Bay Area,18.0,Lime,Information Technology & Services,"501-1,000"
20949,2021-06-18,Data Engineer,Full-time,Associate,5,United States,28.0,Attentive,Marketing & Advertising,"501-1,000"
20952,2021-06-18,Data Engineer,Full-time,Mid-Senior level,6,"Irvine, CA",4.0,Jobot,Staffing & Recruiting,201-500
20955,2021-06-18,Data Engineer,Full-time,Mid-Senior level,6,"Byron Center, MI",4.0,Jobot,Staffing & Recruiting,201-500
20956,2021-06-18,Data Scientist,Contract,Mid-Senior level,4,"Hillsboro, OR",7.0,Toptal,Internet,"1,001-5,000"
20958,2021-06-18,Data Engineer,Full-time,Associate,3,"Phoenix, AZ",2.0,Mosaic,Hospital & Health Care,"1,001-5,000"
20960,2021-06-18,Data Analyst,Full-time,Associate,3,"New York, NY",6.0,Argo Group,Insurance,"1,001-5,000"
20963,2021-06-18,Data Engineer,Contract,Mid-Senior level,4,"Denton, TX",,Toptal,Internet,"1,001-5,000"
20965,2021-06-18,Data Engineer,Full-time,Entry level,3,"Austin, TX",10.0,Ferguson Enterprises,Wholesale,"10,001+"
20971,2021-06-18,Data Scientist,Full-time,Mid-Senior level,6,"Boston, MA",14.0,A1A Recruiting,Staffing & Recruiting,1-10
20973,2021-06-18,Data Analyst,Contract,Mid-Senior level,6,"Tempe, AZ",30.0,TribolaTech Inc,Information Technology & Services,51-200
20975,2021-06-18,Data Scientist,Contract,Mid-Senior level,2,"Carlsbad, CA",2.0,Toptal,Internet,"1,001-5,000"
20976,2021-06-18,Data Analyst,Full-time,Mid-Senior level,7,"California, United States",6.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000"
20978,2021-06-18,Data Engineer,Contract,Mid-Senior level,5,"Cincinnati, OH",,Toptal,Internet,"1,001-5,000"
20980,2021-06-18,Data Analyst,Full-time,Entry level,1,United States,13.0,PRA Group (Nasdaq: PRAA),Financial Services,"1,001-5,000"
20981,2021-06-19,Data Engineer,Full-time,Associate,5,"Boston, MA",18.0,Optum,Hospital & Health Care,"10,001+"
20983,2021-06-19,Data Scientist,Full-time,Mid-Senior level,5,"New York, United States",18.0,Storm3,Staffing & Recruiting,11-50
20990,2021-06-19,Data Engineer,Full-time,Associate,3,"El Segundo, CA",2.0,Jobot,Staffing & Recruiting,201-500
20998,2021-06-19,Data Analyst,Contract,Mid-Senior level,5,Charlotte Metro,46.0,DISYS,Information Technology & Services,"1,001-5,000"
21000,2021-06-19,Data Engineer,Contract,Mid-Senior level,8,"Richmond, VA",,Toptal,Internet,"1,001-5,000"
21004,2021-06-19,Data Scientist,Full-time,Entry level,2,"Houston, TX",57.0,Vroom,Automotive,"501-1,000"
21010,2021-06-20,Data Engineer,Full-time,Mid-Senior level,8,"New York, NY",,84.51˚,Management Consulting,"1,001-5,000"
21015,2021-06-20,Data Scientist,Full-time,Mid-Senior level,6,"Irvine, CA",2.0,National General Insurance,Insurance,"5,001-10,000"
21017,2021-06-20,Data Analyst,Full-time,Mid-Senior level,2,United States,19.0,NovoEd,E-learning,51-200
21021,2021-06-20,Data Analyst,Contract,Associate,4,"Roanoke, VA",15.0,Dice,Internet,"1,001-5,000"
21026,2021-06-20,Data Analyst,Contract,Mid-Senior level,6,"Pennsylvania, United States",11.0,Upwork,Internet,"501-1,000"
21027,2021-06-20,Data Scientist,Full-time,Entry level,1,"Chicago, IL",2.0,Guidewire Software,Computer Software,"1,001-5,000"
21028,2021-06-20,Data Engineer,Contract,Mid-Senior level,3,"Cape Coral, FL",,Toptal,Internet,"1,001-5,000"
21031,2021-06-20,Data Analyst,Contract,Mid-Senior level,6,"New York, United States",32.0,"AllSTEM, California",,
21032,2021-06-20,Data Scientist,Full-time,Mid-Senior level,8,United States,15.0,Stripe,Internet,"1,001-5,000"
21040,2021-06-20,Data Scientist,Full-time,Associate,3,United States,14.0,PandaDoc,Computer Software,"501-1,000"
21048,2021-06-21,Data Engineer,Contract,Mid-Senior level,4,"Tyler, TX",,Toptal,Internet,"1,001-5,000"
21053,2021-06-21,Data Engineer,Full-time,Mid-Senior level,3,"Kansas City, MO",1.0,Aha!,Computer Software,51-200
21055,2021-06-21,Data Engineer,Full-time,Mid-Senior level,1,"Miami, FL",5.0,Jobot,Staffing & Recruiting,201-500
21057,2021-06-21,Data Scientist,Internship,Internship,0,"Nashville, TN",19.0,HealthStream,Information Technology & Services,"501-1,000"
21060,2021-06-21,Data Scientist,Full-time,Mid-Senior level,7,New York City Metropolitan Area,,"Insider, Inc.",Online Media,201-500
21065,2021-06-21,Data Engineer,Full-time,Entry level,2,"Cincinnati, OH",19.0,84.51˚,Management Consulting,"1,001-5,000"
21071,2021-06-22,Data Analyst,Full-time,Mid-Senior level,7,"Boston, MA",5.0,Genesys,Computer Software,"1,001-5,000"
21074,2021-06-22,Data Engineer,Full-time,Mid-Senior level,5,"California, United States",,WP Engine,Information Technology & Services,"501-1,000"
21076,2021-06-22,Data Scientist,Contract,Mid-Senior level,2,"Fairfield, CA",,Toptal,Internet,"1,001-5,000"
21077,2021-06-22,Data Engineer,Full-time,Entry level,0,United States,33.0,Workiva,Computer Software,"1,001-5,000"
21080,2021-06-22,Data Analyst,Full-time,Mid-Senior level,7,United States,89.0,Hunt Club,Staffing & Recruiting,51-200
21084,2021-06-22,Data Scientist,Full-time,Mid-Senior level,6,"San Francisco, CA",7.0,Jobot,Staffing & Recruiting,201-500
21087,2021-06-22,Data Engineer,Contract,Mid-Senior level,5,"Clinton, MI",,Toptal,Internet,"1,001-5,000"
21090,2021-06-22,Data Analyst,Full-time,Entry level,1,United States,171.0,Dave,Financial Services,51-200
21092,2021-06-22,Data Analyst,Full-time,Mid-Senior level,2,"California, United States",11.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000"
21100,2021-06-22,Data Engineer,Full-time,Entry level,2,United States,23.0,Cotiviti,Information Technology & Services,"5,001-10,000"
21105,2021-06-23,Data Analyst,Full-time,Mid-Senior level,5,"Columbus, OH",49.0,Brooksource,Information Technology & Services,"1,001-5,000"
21113,2021-06-23,Data Engineer,Contract,Mid-Senior level,6,"Wichita, KS",,Toptal,Internet,"1,001-5,000"
21119,2021-06-23,Data Engineer,Full-time,Mid-Senior level,6,"Hanover, MD",1.0,Allegis Group,Staffing & Recruiting,"10,001+"
21120,2021-06-23,Data Analyst,Full-time,Entry level,1,United States,6.0,Inmar Intelligence,Information Technology & Services,"1,001-5,000"
21121,2021-06-23,Data Engineer,Full-time,Mid-Senior level,8,"Chicago, IL",8.0,LevelUP,Human Resources,51-200
21123,2021-06-23,Data Engineer,Full-time,Mid-Senior level,6,United States,6.0,Fortune 10 Health Innovation,,
21124,2021-06-23,Data Engineer,Contract,Mid-Senior level,5,"Costa Mesa, CA",,Toptal,Internet,"1,001-5,000"
21129,2021-06-23,Data Scientist,Contract,Mid-Senior level,5,"Corvallis, OR",,Toptal,Internet,"1,001-5,000"
21137,2021-06-24,Data Engineer,Contract,Mid-Senior level,6,"Dulles, VA",3.0,iTalent LLC,,
21139,2021-06-24,Data Engineer,Full-time,Mid-Senior level,6,"Detroit, MI",3.0,Aha!,Computer Software,51-200
21141,2021-06-24,Data Scientist,Full-time,Mid-Senior level,7,"Wisconsin, United States",65.0,Intelletec,Staffing & Recruiting,11-50
21143,2021-06-24,Data Engineer,Contract,Mid-Senior level,10,"Richmond, VA",,Toptal,Internet,"1,001-5,000"
21144,2021-06-24,Data Engineer,Contract,Mid-Senior level,7,"Kansas City, MO",,Toptal,Internet,"1,001-5,000"
21146,2021-06-24,Data Engineer,Contract,Mid-Senior level,6,"Portland, OR",,Toptal,Internet,"1,001-5,000"
21148,2021-06-24,Data Analyst,Full-time,Entry level,1,United States,,LockerDome,Internet,51-200
21149,2021-06-24,Data Scientist,Full-time,Mid-Senior level,5,"Reston, VA",2.0,Clarabridge,Computer Software,201-500
21160,2021-06-24,Data Analyst,Full-time,Mid-Senior level,5,United States,28.0,Stripe,Internet,"1,001-5,000"
21164,2021-06-24,Data Engineer,Full-time,Mid-Senior level,4,Greater St. Louis,31.0,Concero,Staffing & Recruiting,51-200
21165,2021-06-24,Data Analyst,Full-time,Associate,5,"Wilmington, DE",27.0,Perficient,Information Technology & Services,"1,001-5,000"
21169,2021-06-24,Data Engineer,Full-time,Mid-Senior level,7,"Raleigh, NC",6.0,Jobot,Staffing & Recruiting,201-500
21173,2021-06-25,Data Engineer,Contract,Mid-Senior level,6,"Colorado Springs, CO",,Toptal,Internet,"1,001-5,000"
21177,2021-06-25,Data Engineer,Contract,Mid-Senior level,4,"Visalia, CA",,Toptal,Internet,"1,001-5,000"
21178,2021-06-25,Data Engineer,Contract,Mid-Senior level,5,"Chicago, IL",39.0,Brooksource,Information Technology & Services,"1,001-5,000"
21183,2021-06-25,Data Analyst,Full-time,Mid-Senior level,2,"Chicago, IL",3.0,Zscaler,Computer & Network Security,"1,001-5,000"
21186,2021-06-25,Data Scientist,Contract,Mid-Senior level,7,"Billings, MT",,Toptal,Internet,"1,001-5,000"
21188,2021-06-25,Data Scientist,Full-time,Associate,4,"Arlington, VA",,Dice,Internet,"1,001-5,000"
21192,2021-06-25,Data Scientist,Contract,Mid-Senior level,7,"Vallejo, CA",,Toptal,Internet,"1,001-5,000"
21195,2021-06-25,Data Scientist,Full-time,Mid-Senior level,5,"Palo Alto, CA",32.0,Trust In SODA,Staffing & Recruiting,11-50
21199,2021-06-26,Data Analyst,Full-time,Entry level,1,"Austin, TX",3.0,Gong,Computer Software,"501-1,000"
21204,2021-06-26,Data Engineer,Full-time,Associate,4,"California, United States",1.0,NextRoll,Marketing & Advertising,"501-1,000"
21208,2021-06-26,Data Engineer,Contract,Mid-Senior level,3,"Waterbury, CT",,Toptal,Internet,"1,001-5,000"
21211,2021-06-26,Data Scientist,Contract,Mid-Senior level,6,"Wichita, KS",1.0,Toptal,Internet,"1,001-5,000"
21212,2021-06-26,Data Analyst,Full-time,Entry level,3,United States,101.0,PandaDoc,Computer Software,"501-1,000"
21215,2021-06-26,Data Scientist,Contract,Mid-Senior level,5,"Cape Coral, FL",,Toptal,Internet,"1,001-5,000"
21218,2021-06-26,Data Analyst,Contract,Mid-Senior level,1,"Bay, AR",89.0,"FocusKPI, Inc.",Information Technology & Services,11-50
21219,2021-06-26,Data Engineer,Full-time,Mid-Senior level,4,New York City Metropolitan Area,12.0,Averity,Staffing & Recruiting,11-50
21224,2021-06-26,Data Engineer,Contract,Mid-Senior level,8,"Las Vegas, NV",1.0,Toptal,Internet,"1,001-5,000"
21228,2021-06-27,Data Engineer,Contract,Associate,3,"Raleigh, NC",,Dice,Internet,"1,001-5,000"
21232,2021-06-27,Data Engineer,Full-time,Entry level,2,"New York, NY",6.0,Jobs via eFinancialCareers,Staffing & Recruiting,201-500
21236,2021-06-27,Data Engineer,Full-time,Mid-Senior level,6,"Solon, OH",1.0,Jobot,Staffing & Recruiting,201-500
21241,2021-06-27,Data Engineer,Contract,Mid-Senior level,4,"Alexandria, VA",,Toptal,Internet,"1,001-5,000"
21244,2021-06-27,Data Scientist,Contract,Mid-Senior level,5,"Stamford, CT",4.0,Toptal,Internet,"1,001-5,000"
21246,2021-06-27,Data Scientist,Full-time,Entry level,3,United States,57.0,AbleTo Inc.,Mental Health Care,201-500
21249,2021-06-27,Data Analyst,Full-time,Associate,4,"Georgia, United States",,WW,"Health, Wellness & Fitness","10,001+"
21250,2021-06-27,Data Engineer,Full-time,Associate,4,"San Francisco, CA",,Paradigm,Financial Services,11-50
21251,2021-06-27,Data Engineer,Contract,Mid-Senior level,8,"Tulsa, OK",,Toptal,Internet,"1,001-5,000"
21252,2021-06-27,Data Engineer,Contract,Mid-Senior level,5,"Waterbury, CT",,Toptal,Internet,"1,001-5,000"
21253,2021-06-27,Data Engineer,Full-time,Mid-Senior level,7,United States,98.0,Xiartech Inc.,Staffing & Recruiting,51-200
21254,2021-06-27,Data Engineer,Full-time,Associate,4,"Chicago, IL",27.0,Hyatt Hotels Corporation,Hospitality,"10,001+"
21257,2021-06-27,Data Engineer,Full-time,Entry level,0,"Draper, UT",6.0,Progressive Leasing,Financial Services,"1,001-5,000"
21262,2021-06-27,Data Scientist,Full-time,Mid-Senior level,7,"San Jose, CA",8.0,Jobot,Staffing & Recruiting,201-500
21264,2021-06-28,Data Scientist,Contract,Mid-Senior level,7,"Los Angeles, CA",,Toptal,Internet,"1,001-5,000"
21265,2021-06-28,Data Engineer,Full-time,Associate,3,"Ohio, United States",,Cardinal Health,Hospital & Health Care,"10,001+"
21267,2021-06-28,Data Analyst,Full-time,Mid-Senior level,6,United States,10.0,"FIT Solutions, LLC",Information Technology & Services,51-200
21270,2021-06-28,Data Engineer,Contract,Mid-Senior level,6,"Vacaville, CA",,Toptal,Internet,"1,001-5,000"
21271,2021-06-28,Data Engineer,Full-time,Mid-Senior level,5,Tulsa Metropolitan Area,14.0,JoCo,Staffing & Recruiting,51-200
21273,2021-06-28,Data Analyst,Full-time,Mid-Senior level,7,United States,28.0,dv01,Computer Software,51-200
21274,2021-06-28,Data Engineer,Full-time,Entry level,3,"New York, NY",5.0,Computer Futures,Information Technology & Services,"501-1,000"
21285,2021-06-28,Data Engineer,Contract,Mid-Senior level,3,"Provo, UT",,Toptal,Internet,"1,001-5,000"
21290,2021-06-29,Data Engineer,Contract,Mid-Senior level,2,"Tallahassee, FL",1.0,Toptal,Internet,"1,001-5,000"
